artifact_id,path,artifact_kind,size_bytes,sha256
1e5826d02672e59e6fc5346f8ef3ca8cc2be307c3d6f77502c768abd22c6851d,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/026/oc_repair_proof_upgrade/formal/k_ladder_reference_theorem.py,py,3175,cc9fd76adc9883dc7df77399a48a47b51632154c8583ba2d667b1dcb63e62d99
8bb14bee0fbd81b0e6c1d1cb37bd8be0f6b789553b7ddc6ec04c26a341fc8b5e,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/026/oc_repair_proof_upgrade/formal/law_scope_admissibility_theorem.py,py,1192,37c74549793507dfc99b112103f6168410888db4266a4c301e500605f4265db0
fe9ecea3de0c2ec5095eacdab31d20644d51871e7a486a103d4382303570d930,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/026/oc_repair_proof_upgrade/formal/repaired_central_schema.py,py,2519,881d2722c7b50f79761e0fab6b372bae601c484eb90f11984f1decf85b1383df
b26ecd7180de8e6ae67860c36f537e4f09764e220ff8ff081e923f8cec14d7f6,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/026/oc_repair_proof_upgrade/formal/role_preserving_operator_independence.py,py,1161,70bb934fa91b6fbe5f8f1c871f6f810ef1a4261e9802c336085abb218229909a
3672c046e30104f4e75569f1aa0b10023e52725d1eda2e72c141f0e351480d7d,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/027/oc_universal_metamodel_repair/oc_universal_metamodel_027.sqlite,sqlite,40960,7c6b5c08aa5aacf751aae0f9005e9faca518cbe1fd99655f9ccbc1da52a5911e
d9092dcf8ba2fd26ec0a74ce4f79af1af2fbc66a91ee5dac6c4162b043320f5a,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/027/oc_universal_metamodel_repair/OC_UNIVERSAL_METAMODEL_ARTICLE_BOUNDARY_027.md,md,1133,90ce49b4020649c2448c5a01ec3ab0f227bc4332b81d23ceef8e101af25139c8
ba9ba937d836dc271f1b35dc41868f2c033afa4335cf60d7ff07cb95c31c72e3,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/027/oc_universal_metamodel_repair/OC_UNIVERSAL_METAMODEL_NOTEBOOK_027.md,md,2857,4f919a989949b876ec8b17fb141dab381d2694d2bc10f4191d565e7ebcf010b5
2ea3287b2ad00c0036fc2532b67f11302e5a848bf890a4f637a6ca3ab6496071,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/027/oc_universal_metamodel_repair/OC_UNIVERSAL_METAMODEL_REPAIR_ORDER_027.md,md,1565,70c5e3436ef78e62a30c8a59acc03d5980ef4a756545fca2338d91bd83fc9bf8
0c32f44dbd53c6afc538098bf3430677b904d4739d26fe9f564f0e388f775d12,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/027/oc_universal_metamodel_repair/OC_UNIVERSAL_METAMODEL_ROOT_CAUSE_AUDIT_027.md,md,2012,4d9ce4418ecf72163ec5e50d8b6427d1f47dcf407cec82a5dfe37fbed84ea4ce
461a2a5b535e885a735c5591e230844458445eb45445c2c5ed13084becee45dd,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/027/oc_universal_metamodel_repair/formal/lake-manifest.json,json,128,cc425650747b0249f7f1ef0370fb5b73a644163c89058d567d5bec4f5690f6bd
f1a3da2a3b2cd01a62498e330254f125cf160ae5ed9466b5a78017a031ec666a,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/027/oc_universal_metamodel_repair/formal/lakefile.lean,lean,144,6ed8a2aacd44be74e848a2732406a9c5fc5aa2c703a61d5e462f9d8a564f6fc6
ee110686fecc28c25bbafe55632f4f5a31dad9779f775eed98e693baea59f578,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/027/oc_universal_metamodel_repair/formal/OCUniversal.lean,lean,26,a34682b52b9be2dea292c519af495667aa9cdb300af3955c3dea3307ddddf276
3ef9e7d3a5c3757b11e19c49511434508efb3bd4c8a80dd7b95104081aa01c74,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/027/oc_universal_metamodel_repair/formal/ocu_python_witnesses.py,py,2861,4451f20ab27082ed51d0887182c367adb3cab1c6c6bf2cb18ebdce9d0219f1ae
c1a2fb83124f104ff8d6d0c1e29df8319ff2ba76e18f62338501a7379354a6f7,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/027/oc_universal_metamodel_repair/formal/OCUniversal/Basic.lean,lean,3724,eeef9bfc2ff41161cf8fdbaf72db293ae6af9c866e088aadcd7266a9566c92b5
bbac29bf291a1fb2546b4b055c4b2d20e992b442d5cfb4738386d6883a6ef8dd,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/028/continuous_universal_metamodel_completion/OC_ARTICLE_INTEGRATION_LEDGER_028.md,md,3496,38cb46981b4af4de27fa38da31c38d76ea85e6670158ed6752a827d49d1cdd0a
c10fa8c69c9b7c049d017986417ff33f9e25c25203fbc2c1cee00cb94f01d3dc,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/028/continuous_universal_metamodel_completion/oc_continuous_completion_028.sqlite,sqlite,57344,94478f2ecb2e8973e6f5500ae1eb484dfa6110df5caf16b4d87aaa369bda9454
997649145a6a6aafe69dbdb7f34e2282c9ac07803f06c1b31142a31319e101bc,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/028/continuous_universal_metamodel_completion/OC_CONTINUOUS_COMPLETION_NOTEBOOK_028.md,md,5388,5573ee2f7640717621a22d2caa40468add81368aa9ee45579939ffa8894f3776
d0d60b88f2dd454b943776ab9efdf26410f2d7de80e8af10da851d574f257c79,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/028/continuous_universal_metamodel_completion/OC_CONTINUOUS_COMPLETION_ORDER_028.md,md,3367,6f8170832e8d5d8e3a07bb6cf6b685420aa407a5bf68da9214f50591ee9c0612
74a6a7759fea37f9331f1c00f9ad8e1f2c33c25fc58324430f2fe53d2bea77fc,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/028/continuous_universal_metamodel_completion/formal/continuous_completion_validator.py,py,4008,987c0e8c43cdb953e10138312b85d1701e123898bb08c75768fb6beadf66b516
ceb514c1593cdf3c1e185fe64fc566cc7caa17e72369fbc3141399565a441446,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/029/minimal_universal_metaontology/oc_minimal_metaontology_029.sqlite,sqlite,49152,dad10bba79645fe9d2f777e84adba2c4d0873aab993cc57c39ddb3b4b8d63ed8
e081b6073fb74bca27845dede4fd5e5631ba7cbea588906f393d02c16d2d6531,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/029/minimal_universal_metaontology/OC_MINIMAL_METAONTOLOGY_ARTICLE_BOUNDARY_029.md,md,2107,816f962e7d3990b04e31ec1e48d7df3aac631e6c73904ca1c4bd963e8b3e892e
c885c8942f8c9d7a2cae0a7ebe3d7b60148518a323cdedf86fee1a0b0bf4a406,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/029/minimal_universal_metaontology/OC_MINIMAL_METAONTOLOGY_NOTEBOOK_029.md,md,4587,2656470f23bec483afd03e4c109541a35982fa056b5fa70725d58b6bbd1f60e3
d62f2e324223451b2d8ae7d3f4114e3d541dd0f2b4638d16f550f1d74e1574d3,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/029/minimal_universal_metaontology/OC_MINIMAL_METAONTOLOGY_ORDER_029.md,md,3076,0b320c39c1895a69a7cfd78cc529a258f28a78395372e1f9354ce17e82f1aac1
9afb531e23d1aa828994177304ea8a6ae7605e84baa3fb91d4844d033dee1343,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/029/minimal_universal_metaontology/formal/lake-manifest.json,json,129,352a536e9ff6b426ff76a0963c26379501f0129ee8e67161565b0e99e0988d10
5a7db2d92a16c93ba822b86605b92dc6a183e34f5d147895fd872202fee83006,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/029/minimal_universal_metaontology/formal/lakefile.lean,lean,141,b43204f36de5bc716fa163cd5cfff57c8b2191b75582fb76c3a8ba7aee01a473
22db12461cb0da63959ffacea8eb3ac2ea813aaabe19fbc15e33fae4abdb8384,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/029/minimal_universal_metaontology/formal/OCMinimal.lean,lean,24,8977041a8392a3081dcde6623348b95b146f94d94165735d4f5833e3fc63735a
a5807aff032f4e9ed23c8948d8c6b711e12e393a61062e980108e6d7b9b93676,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/029/minimal_universal_metaontology/formal/OCMinimal/Basic.lean,lean,6079,14e2548f31b834e7c89ebc730565dd74fbb6f790d047e7c03c27fc127d91e6c6
d846ccd56d00f853490354ff3aaaaa5cf5ded99f73ead105887ea00f2e0dd3d6,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/029/minimal_universal_metaontology/formal/python/minimality_witnesses.py,py,2558,12e466d3f94907843e2d3ed63d8c7573b12b5386dfdaebeeb7e5262394b2101b
56eae1ec127e3c58ba0cd9c2581fb7700569720eeb52ae94b01ff08bfbb8f568,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/029/minimal_universal_metaontology/formal/python/validate_029.py,py,3387,3dfe8d2d18ae3f6109c8819955f8600ca18950be93836f71d711de4bcb8961a0
e01b5298b4b586df7f9e1d97e45d45ca61b976ab4713fbb3aada45ae128ac88b,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/030/concentric_formalization/OC_CONCENTRIC_ARTICLE_BOUNDARY_030.md,md,1234,8abab6ca709289487ed8a3c313a0f6a302cb8bba7f39ab5a4db3e9d97558fe9c
129d172008b594d71a2588596be568f1f70ec73da562613ff7838c7c1a178e49,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/030/concentric_formalization/oc_concentric_formalization_030.sqlite,sqlite,49152,b5f12b014c3995d557ba35681b7b4226617fe32c3013430928c13614e14b0f00
b2931fd5a4a8fc1658bc1c35aa0ee3c6635a7a5035ee900d2cce2d091c11740b,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/030/concentric_formalization/OC_CONCENTRIC_FORMALIZATION_NOTEBOOK_030.md,md,2750,fbca1c6668ebf087996a9c0cccaf56861b3ced921a1d20f3c430f751b9dd4f50
d76bbd75e3ab9ddf2585ce39de767cc87425f0685daf99b6aa0f91d18b2555d9,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/030/concentric_formalization/OC_CONCENTRIC_FORMALIZATION_ORDER_030.md,md,1695,bb183f1cb472a258dbd10149a3ee4ccb004c80b40dfe04e72221937c1b8d7278
e18a17baf34e9b9a1a79452b8f251ff1531a320a846a21c5efb22fc9202907b4,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/030/concentric_formalization/formal/lake-manifest.json,json,133,9c8e4a56f92b78682da20e477ff2e32037f6506f88fa6e5450b88d23c81dd6f3
56ec4838db178ec8be5a9df0b23d33a167d42745d24a6e6928013f16b862ba6d,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/030/concentric_formalization/formal/lakefile.lean,lean,151,bb60e653bf9c4f67bc8ad6cc94a6c94758f80d2e6df355b4a26cfdfd082f0509
9b7e6df8da3205e6f1b0b515806ca2137cec22d70258df76ec3423cd8b210091,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/030/concentric_formalization/formal/OCConcentric.lean,lean,27,9b1c682d30bf80eed58b205c112e014c816bb4a00c2fb4c5d1367f002bf27f6b
f208b4f679d9963ac50f94d95556f009daebbf9bd0e4edae86bbbbbc57a6d677,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/030/concentric_formalization/formal/OCConcentric/Basic.lean,lean,5928,53429d87514bd1c0dabed7f2fe15671d8513f606f3baf78dd2172fc0d942f7fc
b13399cbc695f402c910fa9b06e0cfcf4dca1e98e8dab68b8571e1c49419e99d,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/030/concentric_formalization/formal/python/concentric_witnesses.py,py,3468,fca7f8fc964e77619bff3e35eafa412d31ffbfc7237dfcb55e8e4704d1d51116
503300f9a8e95d36fd09be027e7ce9e3a9001e4c121eeb03ba9116794cd9ce8a,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/030/concentric_formalization/formal/python/validate_030.py,py,4541,be1eae91a23e57df97c8826d6f88fffb767f32a8fea6d4989de15de95b4574a3
621a6620f8608f4d4467473535944abeed64ffeaaadca3871417146c79512313,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/031/evidence_operationalization/OC_EVIDENCE_ARTICLE_BOUNDARY_031.md,md,1115,deb27e80726567df5cc3d0825f4b4c981e609adbe4e5a36ac63b95ceb3765f57
927dbeed5561c0fada200ab05ecedb3df58d1f226d1b3edf8ac9717f36a46a64,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/031/evidence_operationalization/oc_evidence_operationalization_031.sqlite,sqlite,57344,8d8409423b3c79c23b89a33b91428910522954b8d2e66911e0b0c57eec38443c
bdf23eb43e32a04a3bff1a50bd58f0735ff54f4d5dd1ef1edc201a3d07f5fa40,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/031/evidence_operationalization/OC_EVIDENCE_OPERATIONALIZATION_NOTEBOOK_031.md,md,1429,52c2cf3aae1b7459ea9337a4214bed42db66d6d0fa7cd6f57287d3896271cdce
00b202c7741eff839a31cd7684a31c7f6fcc1762b88ac4239067b03456af0498,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/031/evidence_operationalization/OC_EVIDENCE_OPERATIONALIZATION_ORDER_031.md,md,1880,511c6e06002d895958fcf5b8fa56dfb9bad718780082605b8a6d4fe685485459
e6287fc06a9be5d3d7da49c8d488811bed18e8088e534cca0c840665ec762749,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/031/evidence_operationalization/formal/lake-manifest.json,json,136,552f481b7d35f483106ae0fd9c8673fc5bc01723bd55f1cf3eec8ece012015f0
abb58a094d6104729e885031d704511ba948352dcd73bb2370b8261a16799fc2,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/031/evidence_operationalization/formal/lakefile.lean,lean,156,56c7fba0bc9c23a3a3eab8df4ed305931a8cf931b182f3d94dee3a5aa24b03a1
3b116767b97ff010fa8b6acef148ab4633f42cf267c3907e8a0a54c6e805b8b8,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/031/evidence_operationalization/formal/OCOperational.lean,lean,28,1c9239bc078fd449effa48420cf17b3842046e0b882d652534fc623569ccf67f
4b105844edb020468436cb7e374826b8af3ea6bd6a2ddfc4b64a40dc8b155b5d,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/031/evidence_operationalization/formal/OCOperational/Basic.lean,lean,2562,faf8b9352eedc8ed3a10d0e699366adaab14d6b0df98513a9b7bcfe7f390df23
a4bdd7a770046d3ddb4135576986abfc706070bc85e76db739e062205a647cb2,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/031/evidence_operationalization/formal/python/build_evidence_db_031.py,py,12946,80113dae5fc6d1b81f6769041ad11bbbe7317218a5e4905239e0854c8d0cf202
ce3c46a317e7075ad378f812b44d9da9a604b66f909ba0e727536956e59339f1,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/031/evidence_operationalization/formal/python/validate_031.py,py,5086,a1617a7f8621a7f7a35b5449a998cc86ebd88d8791142761294d37bf3240891e
5588867ce0585617658840283f5cb19ab82f577f3b4fe13280c1fb1224850134,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/032/empirical_crown_domain_closure/OC_EMPIRICAL_CROWN_DOMAIN_ARTICLE_BOUNDARY_032.md,md,1429,aadcccd692b10e97e5c4daee7b2b4f8e150bc0b8137a92b22620ca7be1d81f55
ae6b00fa828c6221f9c5f5f41383574a51aa348c078c421fec8d5e404932c50b,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/032/empirical_crown_domain_closure/oc_empirical_crown_domain_closure_032.sqlite,sqlite,73728,abf9a68a69d6b2801588fca2821b733e8bb285a8a7c2c8d6beb54c2e68f2a4f6
958eb902c54ff5318daf75cb72e21943ae6fbcb1efd29b1c05e98637d6ae3045,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/032/empirical_crown_domain_closure/OC_EMPIRICAL_CROWN_DOMAIN_CLOSURE_ORDER_032.md,md,1966,4947d1f2570025d97ccaa0455eb283b7820fd434b91585bbe4437bf6617cb0d2
a15b8528d8aeb328f8a214489ff1dd4c96ff5cc6afefb4bbfa72681a8b835e51,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/032/empirical_crown_domain_closure/OC_EMPIRICAL_CROWN_DOMAIN_NOTEBOOK_032.md,md,1613,37d742735964fa3c2c69743f168e4b631202759fc8c0eae5dde7989c9a8820b6
11f91a8953493a732b03ad8e6c4806352deb30080b155b04d3bc8b6f74c2af14,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/032/empirical_crown_domain_closure/formal/lake-manifest.json,json,139,fe5b9912edaf381842627197f3792b09462c8b7355d553f83fd6c92969457404
9d5bcad8be9db75514cddf4f8fa14a1bfd49f6a47e8e647f3a9904448b7a3614,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/032/empirical_crown_domain_closure/formal/lakefile.lean,lean,155,83c3eb36eecf7a67d70cc6ab11e70240e5d2593b6e9f27ba40ec69f51f0de65a
171f3805159bb3ae71a16a60191067bb768cfeb791c8bf6c02298b2cf2228cfb,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/032/empirical_crown_domain_closure/formal/OCEmpirical.lean,lean,26,fdb9fdecbad30500b26625eec5e73907fecfda7150382de9848b64c85591f29b
90034428fa4e6d29e6820c182e2794ea5d937524554efd1cec4978e0b87c75b8,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/032/empirical_crown_domain_closure/formal/OCEmpirical/Basic.lean,lean,2701,4dfb9c45ade46238cc03a60edbf437ca5bdcea519529f523dd5c0c5cc89e966b
e1a93dcd804295c1226ae0c4c7f8509c6f929343d5547afb9e3a63603d0ad331,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/032/empirical_crown_domain_closure/formal/python/build_empirical_db_032.py,py,15656,f5b8ed54b0279b6ac354c62867015f3a2838b29b278a466a971cf640ae5f9d35
40527d58a157c823be5d8eb9bdff42b0783841eb24f85023657f30613310d83f,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/032/empirical_crown_domain_closure/formal/python/empirical_witnesses_032.py,py,2827,213ea4de91b6b079508a9d7ddc760516a9752e13b5c7366960de8b45c3585ea4
fe232f49cffbf6d3455321eb474275f0cdae47fd5832cc467e36ad4d33852d5e,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/032/empirical_crown_domain_closure/formal/python/validate_032.py,py,8262,5b2ca026532d5864b0ed1e300610f091f4fea4ed2ae43c0e9ea1409bb854f3c2
e2ac34d4c7eef6751cb89d806a65e779006d2795326205345ecdb29ece0d9ee1,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/033/full_empirical_theory_expansion/OC_FULL_EMPIRICAL_THEORY_ARTICLE_BOUNDARY_033.md,md,1392,4bbe03085ffb1cbf4f1b09f551d6b5ea80afb2a290527dc0d80b497184b1e3ad
3a145d5b8f1fa1f6a59bf792dbfc868fad6a3d5ae3e8d43e96fdc544d8326568,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/033/full_empirical_theory_expansion/oc_full_empirical_theory_expansion_033.sqlite,sqlite,118784,a0462b1958e5a92820502b983bb4b43db820a1b29d57809fc4a96700ca81be48
09a05bb7c537aacd5ede8f4f3ed0bab95bf4ab4bb3b35a1d705bb227e469d3eb,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/033/full_empirical_theory_expansion/OC_FULL_EMPIRICAL_THEORY_EXPANSION_NOTEBOOK_033.md,md,1208,afae933c3c763cbc4725adcf8e9cd9f88f775ffb7d371c28f36c85efc99a01e3
31112a4083f4de690b32ea404bcb50ca00aa2056b7572c9c48290a486093e456,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/033/full_empirical_theory_expansion/OC_FULL_EMPIRICAL_THEORY_EXPANSION_ORDER_033.md,md,1781,54ae8cb89dfa04f81da1dbccc8301273a36ee29d3437f7c1027c8614f4a74749
13efd7fde1d52ea67b5308d48d904c30067b5e3e6faeb6cf80f6c3f1ca9bbe14,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/033/full_empirical_theory_expansion/formal/lake-manifest.json,json,140,a1cef400de061dac719f9a369ae274b09b20c7de83cfe52c784369051bcd4a70
3e4af62ae4821df4e03afebcac18b06e2db917b439bbe32b3de8ec715fc9be76,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/033/full_empirical_theory_expansion/formal/lakefile.lean,lean,164,32ffcd04626e7a06e630f26e6475c4e85994b9ea0b39c0aff6a490e28862972c
c49b03b9226dc7c949a92cd9f286079a99c0dc5510a94b2495c31ca6ca714948,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/033/full_empirical_theory_expansion/formal/OCFullEmpirical.lean,lean,30,8dc391546f0e5b965a0bb8b979fb1180ec3144acd908e8003cd96730d4f83ee6
