row_id,ordinal,candidate_kind,source_id,source_ref,source_statement,promoted_statement,status,claim_level,claim_ceiling,formal_proposition,assumptions,artifact_refs,proof_or_evidence,falsifier_check,dependency_closure,verification_note,next_evidence_packet,article_eligible,updated_at
OC33-DOMAIN-CHAPTER-DOMAIN-PROJECTIONS-006-K5-SOCIAL,11,domain_projection_chapter,SRC-OC33-DOMAIN-CHAPTER-DOMAIN-PROJECTIONS-006-K5-SOCIAL,public_payload/chapter_sources/CHAPTER_SOURCE_INDEX.json#master_monograph__domain_projections_006_k5_social,Monograph chapter domain_projections_006_k5_social is a source-defined K-domain projection obligation.,domain_projections_006_k5_social is not empirically promoted until its own local evidence packet exists.,REQUIRES_NEW_LOCAL_DATA,chapter_level_projection,NO_EMPIRICAL_PROMOTION_WITHOUT_CHAPTER_LOCAL_EVIDENCE,A monograph K-domain projection chapter is not empirically proved by the five coarse source-domain rows alone.,"Project graph chapter references are inventory evidence, not empirical proof packets.",logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/017/project_graph/PROJECT_TO_SCIENTIFIC_GRAPH_MAP.json; logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/032/empirical_crown_domain_closure/oc_empirical_crown_domain_closure_032.sqlite; formal/OCFullEmpirical/Basic.lean,Project graph discovers the chapter; no chapter-level local evidence package is bound in 033 inputs.,A falsifier would provide the chapter-level local evidence packet and independent verification.,Depends on OC domain discipline and future chapter-level evidence packet.,chapter_packet=CNP011__master_monograph__domain_projections_006_k5_social,"Build chapter-level empirical/domain packet for domain_projections_006_k5_social: exact claim, local observables, constraints, operator map, invariants, falsifier, replay/replication, evidence refs, and claim ceiling.",0,2026-05-22T11:20:35.236428+00:00
OC33-DOMAIN-CHAPTER-DOMAIN-PROJECTIONS-007-K6-INSTITUTIONS,12,domain_projection_chapter,SRC-OC33-DOMAIN-CHAPTER-DOMAIN-PROJECTIONS-007-K6-INSTITUTIONS,public_payload/chapter_sources/CHAPTER_SOURCE_INDEX.json#master_monograph__domain_projections_007_k6_institutions,Monograph chapter domain_projections_007_k6_institutions is a source-defined K-domain projection obligation.,domain_projections_007_k6_institutions is not empirically promoted until its own local evidence packet exists.,REQUIRES_NEW_LOCAL_DATA,chapter_level_projection,NO_EMPIRICAL_PROMOTION_WITHOUT_CHAPTER_LOCAL_EVIDENCE,A monograph K-domain projection chapter is not empirically proved by the five coarse source-domain rows alone.,"Project graph chapter references are inventory evidence, not empirical proof packets.",logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/017/project_graph/PROJECT_TO_SCIENTIFIC_GRAPH_MAP.json; logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/032/empirical_crown_domain_closure/oc_empirical_crown_domain_closure_032.sqlite; formal/OCFullEmpirical/Basic.lean,Project graph discovers the chapter; no chapter-level local evidence package is bound in 033 inputs.,A falsifier would provide the chapter-level local evidence packet and independent verification.,Depends on OC domain discipline and future chapter-level evidence packet.,chapter_packet=CNP011__master_monograph__domain_projections_007_k6_institutions,"Build chapter-level empirical/domain packet for domain_projections_007_k6_institutions: exact claim, local observables, constraints, operator map, invariants, falsifier, replay/replication, evidence refs, and claim ceiling.",0,2026-05-22T11:20:35.236428+00:00
OC33-DOMAIN-CHAPTER-DOMAIN-PROJECTIONS-008-K7-CIVILIZATION,13,domain_projection_chapter,SRC-OC33-DOMAIN-CHAPTER-DOMAIN-PROJECTIONS-008-K7-CIVILIZATION,public_payload/chapter_sources/CHAPTER_SOURCE_INDEX.json#master_monograph__domain_projections_008_k7_civilization,Monograph chapter domain_projections_008_k7_civilization is a source-defined K-domain projection obligation.,domain_projections_008_k7_civilization is not empirically promoted until its own local evidence packet exists.,REQUIRES_NEW_LOCAL_DATA,chapter_level_projection,NO_EMPIRICAL_PROMOTION_WITHOUT_CHAPTER_LOCAL_EVIDENCE,A monograph K-domain projection chapter is not empirically proved by the five coarse source-domain rows alone.,"Project graph chapter references are inventory evidence, not empirical proof packets.",logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/017/project_graph/PROJECT_TO_SCIENTIFIC_GRAPH_MAP.json; logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/032/empirical_crown_domain_closure/oc_empirical_crown_domain_closure_032.sqlite; formal/OCFullEmpirical/Basic.lean,Project graph discovers the chapter; no chapter-level local evidence package is bound in 033 inputs.,A falsifier would provide the chapter-level local evidence packet and independent verification.,Depends on OC domain discipline and future chapter-level evidence packet.,chapter_packet=CNP011__master_monograph__domain_projections_008_k7_civilization,"Build chapter-level empirical/domain packet for domain_projections_008_k7_civilization: exact claim, local observables, constraints, operator map, invariants, falsifier, replay/replication, evidence refs, and claim ceiling.",0,2026-05-22T11:20:35.236428+00:00
OC33-DOMAIN-CHAPTER-DOMAIN-PROJECTIONS-017-K10-META-THEORY,14,domain_projection_chapter,SRC-OC33-DOMAIN-CHAPTER-DOMAIN-PROJECTIONS-017-K10-META-THEORY,public_payload/chapter_sources/CHAPTER_SOURCE_INDEX.json#master_monograph__domain_projections_017_k10_meta_theory,Monograph chapter domain_projections_017_k10_meta_theory is a source-defined K-domain projection obligation.,domain_projections_017_k10_meta_theory is not empirically promoted until its own local evidence packet exists.,REQUIRES_NEW_LOCAL_DATA,chapter_level_projection,NO_EMPIRICAL_PROMOTION_WITHOUT_CHAPTER_LOCAL_EVIDENCE,A monograph K-domain projection chapter is not empirically proved by the five coarse source-domain rows alone.,"Project graph chapter references are inventory evidence, not empirical proof packets.",logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/017/project_graph/PROJECT_TO_SCIENTIFIC_GRAPH_MAP.json; logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/032/empirical_crown_domain_closure/oc_empirical_crown_domain_closure_032.sqlite; formal/OCFullEmpirical/Basic.lean,Project graph discovers the chapter; no chapter-level local evidence package is bound in 033 inputs.,A falsifier would provide the chapter-level local evidence packet and independent verification.,Depends on OC domain discipline and future chapter-level evidence packet.,chapter_packet=CNP011__master_monograph__domain_projections_017_k10_meta_theory,"Build chapter-level empirical/domain packet for domain_projections_017_k10_meta_theory: exact claim, local observables, constraints, operator map, invariants, falsifier, replay/replication, evidence refs, and claim ceiling.",0,2026-05-22T11:20:35.236428+00:00
OC33-DOMAIN-CHAPTER-DOMAIN-PROJECTIONS-017-K11-REFLEXIVE-SYSTEMS,15,domain_projection_chapter,SRC-OC33-DOMAIN-CHAPTER-DOMAIN-PROJECTIONS-017-K11-REFLEXIVE-SYSTEMS,public_payload/chapter_sources/CHAPTER_SOURCE_INDEX.json#master_monograph__domain_projections_017_k11_reflexive_systems,Monograph chapter domain_projections_017_k11_reflexive_systems is a source-defined K-domain projection obligation.,domain_projections_017_k11_reflexive_systems is not empirically promoted until its own local evidence packet exists.,REQUIRES_NEW_LOCAL_DATA,chapter_level_projection,NO_EMPIRICAL_PROMOTION_WITHOUT_CHAPTER_LOCAL_EVIDENCE,A monograph K-domain projection chapter is not empirically proved by the five coarse source-domain rows alone.,"Project graph chapter references are inventory evidence, not empirical proof packets.",logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/017/project_graph/PROJECT_TO_SCIENTIFIC_GRAPH_MAP.json; logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/032/empirical_crown_domain_closure/oc_empirical_crown_domain_closure_032.sqlite; formal/OCFullEmpirical/Basic.lean,Project graph discovers the chapter; no chapter-level local evidence package is bound in 033 inputs.,A falsifier would provide the chapter-level local evidence packet and independent verification.,Depends on OC domain discipline and future chapter-level evidence packet.,chapter_packet=CNP011__master_monograph__domain_projections_017_k11_reflexive_systems,"Build chapter-level empirical/domain packet for domain_projections_017_k11_reflexive_systems: exact claim, local observables, constraints, operator map, invariants, falsifier, replay/replication, evidence refs, and claim ceiling.",0,2026-05-22T11:20:35.236428+00:00
OC33-DOMAIN-CHAPTER-DOMAIN-PROJECTIONS-017-K12-GRAND-SYNTHESIS,16,domain_projection_chapter,SRC-OC33-DOMAIN-CHAPTER-DOMAIN-PROJECTIONS-017-K12-GRAND-SYNTHESIS,public_payload/chapter_sources/CHAPTER_SOURCE_INDEX.json#master_monograph__domain_projections_017_k12_grand_synthesis,Monograph chapter domain_projections_017_k12_grand_synthesis is a source-defined K-domain projection obligation.,domain_projections_017_k12_grand_synthesis is not empirically promoted until its own local evidence packet exists.,REQUIRES_NEW_LOCAL_DATA,chapter_level_projection,NO_EMPIRICAL_PROMOTION_WITHOUT_CHAPTER_LOCAL_EVIDENCE,A monograph K-domain projection chapter is not empirically proved by the five coarse source-domain rows alone.,"Project graph chapter references are inventory evidence, not empirical proof packets.",logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/017/project_graph/PROJECT_TO_SCIENTIFIC_GRAPH_MAP.json; logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/032/empirical_crown_domain_closure/oc_empirical_crown_domain_closure_032.sqlite; formal/OCFullEmpirical/Basic.lean,Project graph discovers the chapter; no chapter-level local evidence package is bound in 033 inputs.,A falsifier would provide the chapter-level local evidence packet and independent verification.,Depends on OC domain discipline and future chapter-level evidence packet.,chapter_packet=CNP011__master_monograph__domain_projections_017_k12_grand_synthesis,"Build chapter-level empirical/domain packet for domain_projections_017_k12_grand_synthesis: exact claim, local observables, constraints, operator map, invariants, falsifier, replay/replication, evidence refs, and claim ceiling.",0,2026-05-22T11:20:35.236428+00:00
OC33-DOMAIN-CHAPTER-DOMAIN-PROJECTIONS-017-K8-TECHNOLOGY,17,domain_projection_chapter,SRC-OC33-DOMAIN-CHAPTER-DOMAIN-PROJECTIONS-017-K8-TECHNOLOGY,public_payload/chapter_sources/CHAPTER_SOURCE_INDEX.json#master_monograph__domain_projections_017_k8_technology,Monograph chapter domain_projections_017_k8_technology is a source-defined K-domain projection obligation.,domain_projections_017_k8_technology is not empirically promoted until its own local evidence packet exists.,REQUIRES_NEW_LOCAL_DATA,chapter_level_projection,NO_EMPIRICAL_PROMOTION_WITHOUT_CHAPTER_LOCAL_EVIDENCE,A monograph K-domain projection chapter is not empirically proved by the five coarse source-domain rows alone.,"Project graph chapter references are inventory evidence, not empirical proof packets.",logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/017/project_graph/PROJECT_TO_SCIENTIFIC_GRAPH_MAP.json; logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/032/empirical_crown_domain_closure/oc_empirical_crown_domain_closure_032.sqlite; formal/OCFullEmpirical/Basic.lean,Project graph discovers the chapter; no chapter-level local evidence package is bound in 033 inputs.,A falsifier would provide the chapter-level local evidence packet and independent verification.,Depends on OC domain discipline and future chapter-level evidence packet.,chapter_packet=CNP011__master_monograph__domain_projections_017_k8_technology,"Build chapter-level empirical/domain packet for domain_projections_017_k8_technology: exact claim, local observables, constraints, operator map, invariants, falsifier, replay/replication, evidence refs, and claim ceiling.",0,2026-05-22T11:20:35.236428+00:00
OC33-DOMAIN-CHAPTER-DOMAIN-PROJECTIONS-017-K9-AI-SYSTEMS,18,domain_projection_chapter,SRC-OC33-DOMAIN-CHAPTER-DOMAIN-PROJECTIONS-017-K9-AI-SYSTEMS,public_payload/chapter_sources/CHAPTER_SOURCE_INDEX.json#master_monograph__domain_projections_017_k9_ai_systems,Monograph chapter domain_projections_017_k9_ai_systems is a source-defined K-domain projection obligation.,domain_projections_017_k9_ai_systems is not empirically promoted until its own local evidence packet exists.,REQUIRES_NEW_LOCAL_DATA,chapter_level_projection,NO_EMPIRICAL_PROMOTION_WITHOUT_CHAPTER_LOCAL_EVIDENCE,A monograph K-domain projection chapter is not empirically proved by the five coarse source-domain rows alone.,"Project graph chapter references are inventory evidence, not empirical proof packets.",logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/017/project_graph/PROJECT_TO_SCIENTIFIC_GRAPH_MAP.json; logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/032/empirical_crown_domain_closure/oc_empirical_crown_domain_closure_032.sqlite; formal/OCFullEmpirical/Basic.lean,Project graph discovers the chapter; no chapter-level local evidence package is bound in 033 inputs.,A falsifier would provide the chapter-level local evidence packet and independent verification.,Depends on OC domain discipline and future chapter-level evidence packet.,chapter_packet=CNP011__master_monograph__domain_projections_017_k9_ai_systems,"Build chapter-level empirical/domain packet for domain_projections_017_k9_ai_systems: exact claim, local observables, constraints, operator map, invariants, falsifier, replay/replication, evidence refs, and claim ceiling.",0,2026-05-22T11:20:35.236428+00:00
OC33-CROWN-CROWN-CONDITIONAL-COROLLARY-RULE,19,crown_obligation,SRC-OC33-CROWN-CROWN-CONDITIONAL-COROLLARY-RULE,formal/OCEmpirical/Basic.lean; formal/python/empirical_witnesses_032.py; logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/031/evidence_operationalization/oc_evidence_operationalization_031.sqlite,CROWN_CONDITIONAL_COROLLARY_RULE inherited from 032 crown closure.,"CROWN_CONDITIONAL_COROLLARY_RULE remains a formal crown-promotion gate, not an empirical crown-stone result.",FORMALLY_PROVED_NONEMPIRICAL_PROJECTION,crown_boundary,NO_NAMED_CROWN_STONE_WITHOUT_THEOREM_CHAIN,"A crown row is promoted only with exact statement, theorem chain, no refuted dependency, falsifier, and local evidence if empirical.","032 crown rows are boundary/guard rows, not named positive crown stones.",logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/032/empirical_crown_domain_closure/oc_empirical_crown_domain_closure_032.sqlite; formal/OCFullEmpirical/Basic.lean,032 status=PROVED_AS_CONDITIONAL_CROWN_COROLLARY; dependency_status=conditional dependency chain closed by hypothesis; evidence_policy=local evidence or explicit conditional hypothesis required.,A falsifier would provide a named crown theorem chain with all dependencies closed.,Depends on 032 crown row and 025/026/030/031 crown guards where applicable.,033 keeps crown rule and crown overclaim separate.,,1,2026-05-22T11:20:35.236428+00:00
OC33-CROWN-CROWN-CORE-ONLY-OVERCLAIM,20,crown_obligation,SRC-OC33-CROWN-CROWN-CORE-ONLY-OVERCLAIM,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/025/real_theory_science/formal/crown_dependency_counterproof.py; logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/026/oc_repair_proof_upgrade/formal/crown_core_rejection.py; logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/031/evidence_operationalization/oc_evidence_operationalization_031.sqlite,CROWN_CORE_ONLY_OVERCLAIM inherited from 032 crown closure.,CROWN_CORE_ONLY_OVERCLAIM remains rejected as a model overclaim and is retained as guard evidence.,REJECTED_AND_MODEL_REPAIRED_WITH_COUNTEREVIDENCE,crown_boundary,NO_NAMED_CROWN_STONE_WITHOUT_THEOREM_CHAIN,"A crown row is promoted only with exact statement, theorem chain, no refuted dependency, falsifier, and local evidence if empirical.","032 crown rows are boundary/guard rows, not named positive crown stones.",logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/032/empirical_crown_domain_closure/oc_empirical_crown_domain_closure_032.sqlite; logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/025/real_theory_science/formal/crown_dependency_counterproof.py; formal/OCFullEmpirical/Basic.lean,032 status=REJECTED_WITH_COUNTEREVIDENCE; dependency_status=failed strong dependencies; no local evidence package; evidence_policy=local evidence is required for any named positive crown stone.,A falsifier would provide a named crown theorem chain with all dependencies closed.,Depends on 032 crown row and 025/026/030/031 crown guards where applicable.,033 keeps crown rule and crown overclaim separate.,,0,2026-05-22T11:20:35.236428+00:00
OC33-CROWN-NAMED-INVENTORY-GAP,21,crown_inventory,SRC-OC33-CROWN-NAMED-INVENTORY-GAP,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/022/public_payload/science_graph/OC_CORE_1_4_PUBLIC_SCIENCE_GRAPH.json,No named crown-stone nodes were found in the 022 public science graph; only crown boundary/guard rows are currently bound.,Named crown-stone proof remains blocked until exact named crown statements are inventoried and proved.,REQUIRES_NEW_LOCAL_DATA,named_crown_inventory,NO_NAMED_CROWN_PROMOTION_WITHOUT_SOURCE_INVENTORY,Named crown-stone proof requires a named source statement before theorem-chain proof can begin.,Current 022 source graph has no crown-like node labels.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/022/public_payload/science_graph/OC_CORE_1_4_PUBLIC_SCIENCE_GRAPH.json; logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/032/empirical_crown_domain_closure/oc_empirical_crown_domain_closure_032.sqlite; formal/OCFullEmpirical/Basic.lean,named_crown_source_count=0.,A falsifier is a source-bound named crown statement plus dependency graph.,Depends on future named crown inventory.,This row prevents silent crown-stone overpromotion.,Recover exact named crown-stone statements from source materials and add one theorem-chain/evidence row per named crown stone.,0,2026-05-22T11:20:35.236428+00:00
OC33-EMPIRICAL-ATTACK-RESPONSE-COVERAGE,22,empirical_attack_response_gate,SRC-OC33-EMPIRICAL-ATTACK-RESPONSE-COVERAGE,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units,Reviewer empirical attack/response artifacts must be bound row-by-row before full empirical theory wording.,Empirical attack-response coverage remains a blocking evidence task.,REQUIRES_NEW_LOCAL_DATA,reviewer_attack_response_gate,NO_FULL_EMPIRICAL_WORDING_WITHOUT_ATTACK_RESPONSE_BINDING,Full empirical theory wording requires reviewer empirical attacks to be mapped to evidence rows or repaired counterevidence.,Existence of attack/response artifacts is not itself evidence closure.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units; formal/python/validate_033.py; formal/OCFullEmpirical/Basic.lean,empirical_attack_response_files=42.,A falsifier is a complete row-level mapping of every empirical attack/response file to accepted evidence or repaired rejection.,Depends on domain and crown rows plus reviewer attack corpus mapping.,033 validator checks this row blocks full closeout.,"Map each reviewer empirical attack/response artifact to a domain/crown row, evidence packet, falsifier, and verification note.",0,2026-05-22T11:20:35.236428+00:00
OC33-ARTICLE-FULL-EMPIRICAL-CLOSEOUT-GATE,23,article_gate,SRC-OC33-ARTICLE-FULL-EMPIRICAL-CLOSEOUT-GATE,OC_FULL_EMPIRICAL_THEORY_ARTICLE_BOUNDARY_033.md,Full empirical theory wording is allowed only when no 033 row requires new local data.,Full empirical theory wording is blocked in 033 because open local-data rows remain.,REQUIRES_NEW_LOCAL_DATA,article_gate,FULL_EMPIRICAL_CLOSEOUT_FORBIDDEN_WHILE_OPEN_ROWS_EXIST,Full empirical closeout allowed iff no local-data row remains and promoted rows are sound.,033 currently includes project-domain chapters and inventory/gate rows without local evidence packets.,formal/OCFullEmpirical/Basic.lean; formal/python/validate_033.py,open_rows_before_gate=15.,A falsifier is a validator pass with zero open rows and sound promoted rows.,Depends on every 033 candidate row.,Control.full_empirical_closeout_allowed must remain 0.,"Close every REQUIRES_NEW_LOCAL_DATA row, rerun validators, then reopen this gate.",0,2026-05-22T11:20:35.236428+00:00
